별점,리뷰,날짜
5,신선하고 다양한 통영전통 요리의 맛을 느낄 수 있고 음식에 대한 자세한 설명과 친절한 서비스 정말 좋았어요.,5년 전
4,네번의 상차림(모든 상이 첫상처럼 거하지는 않지만)이 나오는데 5만원이면 너무 싸게 느껴졌다.,3주 전
2,"알쓸신잡에 나온 맛집이라고 해서 거제 여행갔다가 일부러 찾아갔는데, 대기손님이 많아 30분 이상 기다렸어요. 근처 공원을 배회하다 겨우 들어갔는데 가짓수가 위 글에 소개된 것에서 유곽과 과메기는 나오지 않더군요. 제철이 아니라서 그런 거면 다른 걸로 대체되어야 할 듯한데.. 아무튼 양이 적어서 밥 두 공기 시켜먹었는데도 허전한 느낌이라 다시 찾고 싶진 않은 곳이에요..;; 찾아가며 주차 문의했더니 주변 유료주차장에 알아서 주차해야 한다더군요. 주차비 지원은 따로 없다하고요. 아무튼 대기손님을 위한 공간이 마련되어 있는 것도 아니고, 가격이 저렴한 것도 아니고, 주차도 그렇고 손님에 대한 배려가 많이 부족합니다. 한번 찾는 손님이 가득한 곳이 아닌 단골이 가득한 곳으로 거듭나길 바랍니다.",3년 전
4,직원들의 친절함이 좋은느낌으로 남았지만 요리로 나오는 음식은 조금 가격에비해 아쉬웠다.,6년 전
3,"5점 만점에

맛	4
분위기	2
가격	3
편리성	1
친절도	4
웨이팅	5
포장가능	3
청결도	3
주차/접근성	1
재방문	4

총점	3.0",5년 전
5,"담백하고 맛있어요. 먹는 법, 음식 특징 등도 자세히 설명해주세요.",5년 전
5,너무 맛있었어요 새로운 맛을 많이 느낄수 있어서 좋았습니다. ! ^^,4년 전
1,"명성에 비해 음식과 서비스가 너무 안 좋았습니다.
특히 갈색으로 염색한 파마머리 남자 서빙하시는 분 서비스가 너무 불친절하였습니다. 인테리어는.괜찮아서 별 하나 드립니다.",4년 전
1,"열심히 검색하고 고민끝에 갔지만, 별점 1도 아깝네요! 해산물에서는 냄새나고 아~음식 한 접시조차 먹을수없는 집은 완전 최악!! 태풍을 뚫고 서울에서 왔는데, 대실망입니다ㅠ. 블로거발에, 방송발에, 인생최악의 집ㅠ!등극
진짜 돈도 돈이지만 통영을 좋아하는 사람으로썬 기억하고싶지않은 집!",4년 전
4,"분위기는 짱~
음식맛은 평범~
통영식 나물비빔밥인데 나물국물이 좀 많아서 비빔밥 같지가 않아요^^
한번쯤은 먹어봐도 좋지만, 자꾸 가보고 싶은곳은 아닌듯~~
특이하긴 해요~",4년 전
5,"남편과 분위기 좋게 코스 느낌으로 술한잔 기울이며 맛있게 먹었습니다^^
너무 깔끔하고 좋아요!",5달 전
3,"소문만 믿고 간집 개인적으로
내입맛에는 그냥 그랬슴
음식은 여러가지  나왔지만
가격대비  조금 부실한듯..",3년 전
4,청결하고 친절하며 음식맛도 괜찮습니다. 다찌라기보다 일식 코스요리와 비슷합니다.,4년 전
5,"역시 해산물 나오는 식당에서는 회전율을 무시할수 없지요.
탈도 안나고 맛있게 잘 먹었습니다.

통영 여행 중, 해산물을 여러가지 맛보고 술한잔 기울이고 싶다면 방문 추천합니다.

(사진은 첫번째 상차림, 해산물 모듬 상 입니다.)",4년 전
5,"가성비 굿!!  다양한 싱싱한 해산물을 맛볼수있음
게다가 다찌라서,  1인당 정해진 가격으로 즐길수 있음",5년 전
1,"추석연휴 통영 다찌집 기대하면서 갔는데. 비싸고 맛없고 비추입니다. 구글후기보고 갔는데 후회합니다. 게장은 비리고, 새우장은 달고쫀득?하고, 매운탕은 짭니다. 초등3학년부터 1인계산하라고 해서 20만원 냈습니다.",8달 전
3,"깔끔하게 인테리어된 다찌집인데 그것말고는 따로 특별한 장점이 없습니다
주차는 옆 공원 지하주차장을 이용하세요
1시간 주차권을 주네요",4년 전
1,"2인 먹었는데 2명다 배탈이났어요
어떤 해산물인지는 모르지만 신선하지 않은듯하고

서빙하시는 남자분. 음식아직남아도 그릇치워버릴려고 혈안입니다

기분잡쳤어요",4년 전
4,"2024 4월 초 방문
호텔 추천 써있어서 들어온 곳 네이버 예약하고 왔고 주말 저녁에 방문했는데 7시부터는 자리없어서 돌아가시는 분들 여럿 있었음
가격은 저녁 다찌 한상에 인당 5만원 + 화요 25도 3만원
부모님이랑 가족여행으로 같이 갔는데 그냥 무난하다 정도?
시장 구경하고 오는데 생각보다 모던한 느낌이어서 로컬한 느낌 찾고 오시는분들한텐 별로일듯
숙성회는 양이 살짝 적으나 맛있었고 다른 회들도 맛있긴 함
솔직히 맛있고 사람도 계속 들어와서 회전율도 좋은데 뭔가 통영까지 와서 현대화된 식당 가는 느낌..? 좌석 당 주문하는 태블릿도 있고 아무튼 몬가몬가임
통영인데 현대화된 느낌이 없지않아 있는.. 아무튼 그렇습니다 그렇다고 음식이 별로였던 건 아닙니당",1년 전
5,"싱싱한 해산물~
친구랑 둘이가서 아주 배불리 알차게 먹고 왔어요.
운 좋게 바로 입성해서 먹었네요.
통영가면 재방문합니다",6년 전
4,"알쓸신잡 보고 감.
친절함. 굴 맛있고 해삼 내장, 가리비, 말린 갈치조림, 회 한접시, 유곽?(조개 안에 양념된거 얹은거), 간장게장, 멸치회, 과메기, 멍게해삼개불, 갈치구이, 고등어조림  등등 엄청 풍부함.
맛은 솔직히 보통? 그러나 화려한 메뉴구성과 친절함으로 커버됨.
통영 와서 다찌집 간다면 굳이 추천 안 할 이유는 없음",5년 전
